"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","Radio"
"LSQ12gdj","2012/11/07","15.02","ESO 472-G007","23:54:43.32","-25:40:34.0,-25:40:34.09,-25:40:34.1","0.03","Ia","587","38",""
"SN2005hc","2005/10/12","17.24","MCG +00-06-03","01:56:47.976,01:56:47.9,01:56:47.952,01:56:47.928,01:56:47.95,01:56:47.94","-00:12:48.62,-00:12:49,-00:12:49.392,-00:12:49.6332,-00:12:49.40,-00:12:49.2,-00:12:49.21","0.045915","Ia","498","8",""
"SN2004ef","2004/09/04","16.73","UGC 12158","22:42:10.533,22:42:10.08,22:42:10.02","+19:59:48.99,+19:59:40.56,+19:59:40.4,+19:59:40.42","0.03083","Ia","394","29",""
"SN2007jg","2007/09/14","17.45","SDSS J032950.83+000316.0","03:29:50.81,03:29:50.815,03:29:50.808,03:29:50.83,03:29:50.82","+00:03:24.6,+00:03:24.55,+00:03:24.3,+00:03:24.58,+00:03:24.33,+00:03:24.60,+00:03:24.59","0.037069","Ia","300","11",""
"SN2006bt","2006/04/26","16.81","CGCG 108-013","15:56:30.48,15:56:30.53","+20:02:45.60,+20:02:45.6","0.03193","Ia","260","14",""
"SN2005ag","2005/02/10","18.2","2MASX J14564322+0919361","14:56:43.68,14:56:43.65","+09:19:42.49,+09:19:42.5","0.07949","Ia","250","5",""
"SN2005hj","2005/10/26","17.7","SDSS J012648.45-011417.3","01:26:48.40,01:26:48.4,01:26:48.408,01:26:48.26,01:26:48.27","-01:14:17.2,-01:14:17,-01:14:17.232,-01:14:17.304,-01:14:17.268,-01:14:16.80,-01:14:16.8","0.057385","Ia","248","11",""
"SN2007nq","2007/10/21","17.41","UGC 595","00:57:33.721,00:57:33.6,00:57:33.58,00:57:33.57","-01:23:20.29,-01:23:19.464,-01:23:19.00,-01:23:19.0","0.045031","Ia","239","16",""
"SN2007if","2007/08/16","17.48","J011051.37+152739","01:10:51.37,01:10:51.370,01:10:51.408,01:10:51.36","+15:27:39.9,+15:27:39.63,+15:27:39.6,+15:27:39.96,+15:27:39.89","0.0745","Ia Pec","232","34",""
"SN2001eh","2001/09/09","16.4","UGC 1162","01:38:12.10","+41:39:18.8,+41:39:18.79","0.037039,0.037036","Ia","226","24",""
"SN2005iq","2005/11/05","16.65","MCG -03-01-08","23:58:32.50,23:58:32.4,23:58:32.40","-18:42:33.0,-18:42:32.76,-18:42:33.12,-18:42:33.01","0.034044","Ia","208","4",""
"SN2006is","2006/09/18","16.28","A051734-2346","05:17:34.37","-23:46:54.2,-23:46:54.12,-23:46:54.19","0.031421,0.031421","Ia","207","34",""
"SN2001ay","2001/04/18","15.1","IC 4423","14:26:17.00","+26:14:55.8,+26:14:55.79","0.03024,0.03024","Ia","206","24",""
"SN2006eq","2006/08/26","18.28","SDSS J12837.60+011348.6","21:28:37.13,21:28:37.2,21:28:37.20","+01:13:41.2,+01:13:41.196,+01:13:40.944,+01:13:41.20","0.049408","Ia","187","3",""
"SN1995ac","1995/09/22","17.14","2MFGC 17122","22:45:34.14","-08:45:04.7,-08:45:04.72","0.0499,0.0499,0.0422,0.0438,0.0441,0.0496","Ia Pec","186","6",""
"SN2005gj","2005/09/26","17.02","SDSS J030111.99-003313.5","03:01:11.96,03:01:12.0,03:01:11.952,03:01:11.928","-00:33:13.9,-00:33:14,-00:33:13.932,-00:33:13.914,-00:33:14.1696,-00:33:13.90","0.0616","Ia","176","16","0"
"SN2004gu","2004/12/13","17.34","FGC 175A","12:46:24.72","+11:56:56.1,+11:56:56.04,+11:56:56.11","0.0419081,0.0434972","Ia","170","2",""
"SN2005eu","2005/10/04","16.81","NSF J022743.32+281037.6","02:27:43.30,02:27:43.224,02:27:43.26","+28:10:37.8,+28:10:37.2,+28:10:36.6,+28:10:36.59","0.03412","Ia","167","11",""
"OGLE-2013-SN-039","2013/07/17","18.94","","00:22:33.02,00:22:33.01","-72:53:41.9,-72:53:41.8","0.08,0.09","Ia","159","1",""
"SN2006gr","2006/08/21","16.43","UGC 12071","22:32:22.67,22:32:22.56","+30:49:43.3,+30:49:43.32,+30:49:43.28","0.034597","Ia","152","20",""
"SN2006ob","2006/11/18","18.1","UGC 1333","01:51:48.505,01:51:48.144,01:51:48.12,01:51:48.11","+00:15:50.00,+00:15:47.92,+00:15:47.923,+00:15:47.75,+00:15:48.30,+00:15:48.3,+00:15:48.31","0.058596","Ia","151","6",""
"SN2004as","2004/03/11","16.68","SDSS J112538.81+224952.2","11:25:39.18","+22:49:49.4,+22:49:49.40","0.0305583,0.0312754","Ia","143","19",""
"SN2007ba","2007/03/29","17.4","UGC 9798","15:16:41.814,15:16:42.72,15:16:42.63","+07:23:48.92,+07:23:47.80,+07:23:47.8","0.03805","Ia","137","8",""
"SN2008gp","2008/10/27","16.75","MCG +00-09-74","03:23:00.73,03:23:0.72","+01:21:42.8,+01:21:42.80","0.032824,0.032824","Ia","137","7",""
"SN2004gc","2004/11/18","17","ARP 327","05:21:49.94,05:21:49.95","+06:40:33.71,+06:40:33.7","0.03192","Ia","136","6",""
"SN2006lu","2006/10/30","17.6","A091517-2536","09:15:17.63,09:15:17.52","-25:36:00.3,-25:36:00.36,-25:36:00.29","0.0481889","Ia","135","7",""
"SN2007ai","2007/03/06","17.06","MCG -04-38-04","16:12:53.74,16:12:53.76","-21:37:48.7,-21:37:48.72,-21:37:48.68","0.031987,0.031662,0.031987","Ia","134","10",""
"SN2000cf","2000/05/09","16.3","MCG +11-19-25","15:52:56.19","+65:56:12.7,+65:56:12.70","0.0353,0.0369,0.0399,0.0438","Ia","133","6",""
"SN2007bd","2007/04/04","16.55","UGC 4455","08:31:32.872,08:31:33.36,08:31:33.28","-01:11:52.02,-01:11:57.98,-01:11:58.0","0.03044","Ia","133","12",""
"LSQ12fxd","2012/10/31","16.29","","05:22:16.99,05:22:17.02,05:22:17.088","-25:35:47.0,-25:35:47.01,-25:35:47.1,-25:35:46.68","0.031","Ia","133","9",""
"SN2006ot","2006/11/22","17.4","ESO 544-G31","02:15:04.84,02:15:4.85","-20:45:58.2,-20:45:58.32,-20:45:58.21","0.052155","Ia","132","6",""
"SN2008ae","2008/02/09","16.88","IC 577","09:56:03.20,09:56:03.160,09:56:03.12","+10:29:58.8,+10:29:58.52,+10:29:58.92,+10:29:58.81","0.03006","Ia-02cx","130","9",""
"SN2007kk","2007/09/28","17.5","UGC 2828","03:42:23.258,03:42:23.26","+39:14:30.30,+39:14:30.4,+39:14:30.41","0.04117","Ia","124","17",""
"SN2008fr","2008/09/14","16.68","SDSS J011149.19+143826.5","01:11:49.14,01:11:49.224,01:11:49.176","+14:38:27.0,+14:38:26.21,+14:38:26.52,+14:38:26.99,+14:38:26.16","0.039","Ia","118","3",""
"SN2006os","2006/11/21","17.14","UGC 2384","02:55:01.01,02:55:1.10","+16:00:34.8,+16:00:34.92,+16:00:34.81","0.032081,0.032809","Ia","115","4",""
"SN2007ux","2007/12/23","15.7","2MASX J10091969+1459268","10:09:19.98,10:09:19.939","+14:59:32.8,+14:59:33.07,+14:59:32.78","0.030915","Ia","114","8",""
"SN2006hx","2006/09/28","16.37","SDSS J11357.18+002217.1","01:13:57.31,01:13:57.312,01:13:57.288","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","0.045389","Ia","113","3",""
"SN2006gt","2006/09/18","17.8","2MASX J00561810-0137327","00:56:17.30","-01:37:46.0,-01:37:45.98","0.044771,0.043641,0.044771","Ia","109","9",""
"SN2006oa","2006/11/11","17.79","SDSS J12342.97-005034.7","21:23:42.960,21:23:42.96,21:23:42.94","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5,-00:50:36.49","0.062573","Ia","109","9",""
"SN2008bq","2008/04/02","16.82","ESO 308-G25","06:41:02.51,06:41:2.40","-38:02:19.0,-38:02:18.96,-38:02:19.00","0.034436,0.034436","Ia","109","8",""
"SN2005lu","2005/12/11","17.1","MCG -03-07-40","02:36:03.71,02:36:3.72","-17:15:50.0,-17:15:50.04,-17:15:50.00","0.031293,0.032009","Ia","105","12",""
"SN2007fr","2007/07/14","18.17","SDSS J13708.37+002647.1","21:37:08.64,21:37:08.374,21:37:08.74","+00:26:13.553,+00:26:47.28,+00:26:13.34,+00:26:13.8,+00:26:13.81","0.05104","Ia","104","2",""
"LSQ12gxj","2012/12/01","17.82","","02:52:58.0,02:52:57.38","+01:36:24,+01:36:24.25,+01:36:24.0","0.036","Ia","101","1",""
"SN2000cw","2000/07/14","16.6","MCG +05-56-07","23:47:25.10","+28:23:15.8,+28:23:15.79","0.030134","Ia","98","3",""
"SN2008af","2008/02/09","17.01","UGC 9640","14:59:28.50,14:59:28.32","+16:39:12.3,+16:39:11.52,+16:39:12.31","0.033507","Ia","97","3",""
"SN2008dr","2008/06/28","16.7","NGC 7222","22:10:51.67,22:10:51.664","+02:06:29.6,+02:06:29.34,+02:06:29.59","0.0407548,0.0411356","Ia","94","5",""
"SN2001ah","2001/03/27","16.8","UGC 6211","11:10:29.82,11:10:29.85","+55:09:39.0,+55:09:38.99","0.057756","Ia Pec","93","5",""
"SN2008bw","2008/04/21","17.49","UGC 11241","18:26:50.46,18:26:50.440","+51:08:16.6,+51:08:16.42,+51:08:16.58","0.03313","Ia","91","1",""
"SN1996bl","1996/10/11","16.88","A003617+1123","00:36:17.97","+11:23:40.5,+11:23:40.49","0.0348,0.0349,0.0328,0.0335,0.0353,0.0383","Ia","89","4",""
"SN2006en","2006/08/26","16.63","MCG +05-54-41","23:10:05.06","+30:13:24.0,+30:13:23.99","0.0311307,0.0320095","Ia","89","3",""
"SN2010gy","2010/08/06","18.276","A022712-0432","02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.036","-04:32:04.87,-04:32:04.92,-04:32:04.9,-04:32:04.88","0.065","Ia","89","1",""
"SNF20080522-011","2008/05/22","16.81","SDSS J151959.16+045411.2","15:19:58.920,15:19:58.8,15:19:58.91","+04:54:16.73,+04:54:16.344,+04:54:16.9","0.03777","Ia","87","11",""
"SN2008gl","2008/10/20","16.2","UGC 881","01:20:54.82,01:20:54.820,01:20:54.792","+04:48:19.1,+04:48:19.22,+04:48:19.116,+04:48:19.12","0.034017","Ia","85","11",""
"SN2000dn","2000/09/27","16.69","IC 1468","23:05:05.86","-03:12:01.0,-03:12:01.01","0.0346377,0.0354513","Ia","84","6",""
"SN2005ku","2005/11/10","17.31","SDSS J25942.66-000048.8","22:59:42.65,22:59:42.6,22:59:42.72,22:59:42.48,22:59:42.61","-00:00:48.6,-00:00:49,-00:00:49.32,-00:00:49.356,-00:00:49.428,-00:00:49.8744,-00:00:49.30,-00:00:49.3,-00:00:49.28","0.045248","Ia","84","6",""
"LSQ12btn","2012/04/08","18.13","","09:21:30.50,09:21:30.47","-09:41:29.0,-09:41:29.86,-09:41:29.76","0.054","Ia","82","1",""
"SN2007jh","2007/09/15","18.19","SDSS J33601.58+010617.1","03:36:01.578,03:36:01.512,03:36:01.536,03:36:1.54,03:36:01.54","+01:06:16.88,+01:06:11.88,+01:06:12.096,+01:06:12.20,+01:06:12.2","0.040744","Ia","81","2",""
"SN2002G","2002/01/18","17.18","CGCG 189-024","13:07:55.26","+34:05:06.5,+34:05:06.50","0.033737,0.033737","Ia","80","3",""
"SN2003gn","2003/07/22","17.24","CGCG 452-024","22:33:51.68,22:33:51.688","+20:48:08.5,+20:48:08.50,+20:48:08.59","0.0369648,0.0376582","Ia","78","3",""
"SN2008at","2008/03/02","16.5","UGC 5645","10:27:12.35,10:27:12.469","+71:24:56.4,+71:24:55.55,+71:24:56.41","0.0352,0.0354","Ia","78","1",""
"SN2001ck","2001/06/03","16.1","UGC 9425","14:37:50.08","+30:29:02.2,+30:29:02.18","0.0343175,0.0349608","Ia","77","6",""
"SN2002eu","2002/08/30","17.32","2MASXI J0149427+323730","01:49:43.60","+32:37:43.0,+32:37:43.00","0.037626","Ia","76","12",""
"SN2006S","2006/01/26","16.56","UGC 7934","12:45:39.10","+35:05:12.4,+35:05:12.41","0.0340003,0.0344772","Ia","74","21",""
"SN2005be","2005/04/05","16","2MASX J14593310+1640070","14:59:32.72,14:59:32.64","+16:40:11.6,+16:40:11.64,+16:40:11.60","0.035001","Ia","72","7",""
"SN2006cc","2006/05/06","17.47","UGC 10244","16:09:56.44,16:09:56.47","+43:07:35.0,+43:07:35.9,+43:07:35.90","0.032529","Ia","72","2",""
"SN2007mn","2007/10/09","18.16","SDSS J20503.54+001030.4","02:05:03.96,02:05:03.936","+00:10:28.4,+00:10:28.09,+00:10:28.409,+00:10:28.074,+00:10:28.42","0.077603","Ia","72","3",""
"SN2008Y","2008/02/06","17.3","MCG +09-19-39","11:19:30.57,11:19:30.581","+54:27:46.2,+54:27:46.21,+54:27:46.19","0.0697,0.0703,0.0696,0.0703","Ia","72","2",""
"SN1994T","1994/06/11","17.04","CGCG 016-058","13:21:30.73,13:21:30.69,13:18:59.84","-02:08:56.5,-02:08:58.08,-02:09:01.58,-02:09:01.6,-02:08:58.1","0.03466,0.03466","Ia","71","6",""
"OGLE15eo","2015/08/15","18.53","","03:02:15.55","-74:17:12.2,-74:17:12.3","0.064","Ia","71","1",""
"LSQ12gpw","2012/11/22","17.54","","03:12:58.0,03:12:58.24","-11:42:40,-11:42:40.13,-11:42:40.0","0.058","Ia","69","9",""
"SN2010gn","2010/07/07","16.5","SDSS J171750.05+405252.5","17:17:50.16,17:17:50.04,17:17:49.92,17:17:49.9,17:17:49.90","+40:52:52.68,+40:52:52.7,+40:52:52.0,+40:52:52.00","0.03136","Ia","69","7",""
"SN2013bh","2013/04/03","18.26","A150213+1038","15:02:13.09,15:02:13.2","+10:38:45.6,+10:38:45.60","0.056,0.068","Ia Pec","69","20",""
"SN2007hb","2007/08/24","17.8","NGC 819","02:08:34.02,02:08:34.08,02:33:41.90,02:33:41.898","+29:14:14.3,+29:14:13.9,+29:14:14.32,+37:40:08.2,+37:40:08.12,+37:40:08.18","0.035184","Ic","68","5",""
"SN2008dt","2008/06/30","17.2","NGC 6261","16:56:30.56,16:56:30.592","+27:58:33.2,+27:58:33.83,+27:58:33.20","0.03539","Ia","68","3",""
"SN2007rx","2007/11/28","16.45","BATC J234012.05+272512.23","23:40:11.74,23:40:11.782,23:40:11.76","+27:25:16.5,+27:25:15.59,+27:25:15.6,+27:25:16.50","0.0301","Ia","66","3",""
"SN1991S","1991/04/10","17.99","UGC 5691","10:29:27.7,10:29:27.79","+22:00:43,+22:00:46.4,+22:00:46.40","0.055001","Ia","65","2",""
"SN2007ju","2007/09/14","18.02","SDSS J01150.46-002021.6","00:11:50.465,00:11:50.438,00:11:50.4624,00:11:50.4384,00:11:50.46","-00:20:21.67,-00:20:21.408,-00:20:21.138,-00:20:21.4044,-00:20:21.1,-00:20:21.08","0.063405","Ia","64","1",""
"SN2012he","2012/11/22","18.36","MCG -06-12-02","05:00:50.04,05:00:50.07","-38:39:11.3,-38:39:11.51,-38:39:11.4,-38:39:11.41","0.056","Ia","61","2",""
"SNF20080522-000","2008/05/22","16.79","SDSS J133647.59+050833.0","13:36:47.592,13:36:47.52,13:36:47.59","+05:08:30.41,+05:08:31.2,+05:08:30.4","0.04526","Ia","59","12",""
"PS15cyo","2015/11/27","18.99","CGCG 035-021","09:39:23.94","+06:24:18.4","0.031","Ia","59","1",""
"SN1998dx","1998/09/10","17.27","UGC 11149","18:11:11.89","+49:51:40.7,+49:51:40.72","0.054221","Ia","58","9",""
"SN1999ef","1999/10/09","17.32","UGC 607","00:58:46.2,00:58:46.20","+12:44:45,+12:44:44.99,+12:44:45.0","0.03914","Ia","58","3",""
"SN2007O","2007/01/21","16.73","UGC 9612","14:56:05.18","+45:24:16.9,+45:24:16.88","0.036212,0.036212","Ia","58","2",""
"PTF10hml","2010/05/20","17.66","","13:19:49.70,13:19:49.68,13:19:50.66","+41:59:01.6,+41:59:01.68,+41:58:57.4","0.054","Ia","57","1",""
"PTF12gdq","2012/06/26","17.05","","15:11:35.31,15:11:35.28","+09:42:34.0,+09:42:33.984","0.033","Ia","57","1",""
"PS15sv","2015/03/23","16.96","","16:13:11.74","+01:35:31.1","0.033","Ia","57","1",""
"SN2006ne","2006/11/08","18.58","SDSS J11337.58+002525.5","01:13:37.84,01:13:37.848,01:13:37.824","+00:25:25.9,+00:25:25.97,+00:25:25.95,+00:25:25.504,+00:25:25.90","0.047032","Ia","56","2",""
"SN2007lf","2007/09/03","19.67","SDSS J01646.29+011237.0","00:16:45.46,00:16:45.4368","+01:12:03.2,+01:12:03.204,+01:12:02.844,+01:12:03.20","0.044125","Ia","54","1",""
"LSQ13cpk","2013/10/12","16.44","2MFGC 01973","02:31:03.80,02:31:03.77,02:31:03.76","-20:08:49.6,-20:08:49.5,-20:08:49.3","0.033","Ia","54","1",""
"OGLE-2013-SN-141","2013/12/14","18.48","","03:16:00.60,03:16:00.85","-77:05:38.5,-77:05:38.7","0.05","Ia","54","1",""
"SN2007jd","2007/09/05","18.92","SDSS J25953.65+010936.1","02:59:53.688,02:59:53.352,02:59:53.376,02:59:53.37","+01:09:36.83,+01:09:38.268,+01:09:38.556,+01:09:38.6,+01:09:38.59","0.072673","Ia","52","3",""
"SN2007ob","2007/10/28","17.2","2MASX J23122598+1354503","23:12:25.99,23:12:25.988","+13:54:49.3,+13:54:49.13,+13:54:49.28","0.0339,0.0327,0.0339","Ia","51","2",""
"OGLE-2012-SN-007","2012/10/16","18.36","","03:01:13.44","-75:01:16.1","0.059438","Ia","51","1",""
"OGLE-2013-SN-018","2013/03/08","18.98","","04:39:13.81","-67:23:36.4","0.067","Ia","51","1",""
"OGLE-2013-SN-098","2013/10/18","18.7","","05:26:36.40,05:26:36.43","-49:28:03.9,-49:28:04.19","0.06","Ia","51","1",""
"OGLE-2014-SN-139","2014/11/14","18.68","","00:54:43.42","-67:04:42.2","0.066","Ia","51","1",""
"OGLE-2012-SN-049","2012/12/24","18.65","","00:37:48.09","-70:44:46.5","0.07","Ia","50","1",""
"OGLE-2014-SN-016","2014/02/18","19.4","","07:42:01.43,07:42:01.479","-72:29:41.4,-72:29:41.66","0.07","Ia","50","1",""
"SN2008bz","2008/04/22","17.7","2MASX J12385810+1107502","12:38:57.74,12:38:57.686","+11:07:46.2,+11:07:45.60,+11:07:46.20","0.0591682,0.0602844","Ia","49","1",""
"SN1990Y","1990/08/22","17.81","FCCB 1147","03:37:22.59,03:37:22.64","-33:02:34.7,-33:02:40.1,-33:02:40.09,-33:02:33.0","0.039034","Ia","48","1",""
"SN2006py","2006/11/15","17.97","SDSS J24142.04-000812.9","22:41:42.04,22:41:42,22:41:42.00,22:41:42.05","-00:08:13.5,-00:08:12.912,-00:08:12.858,-00:08:13.4232,-00:08:12.90,-00:08:12.9,-00:08:12.91","0.057866","Ia","47","4",""
"SN2007cf","2007/05/08","17.9","CGCG 077-100","15:23:07.66,15:23:07.676","+08:31:45.5,+08:31:45.79,+08:31:45.52","0.03293","Ia","47","3",""
"OGLE-2014-SN-046","2014/07/26","18.86","ESO 29-G34","01:09:06.73","-74:30:46.4","0.039","II P","47","1",""
"SN1993ac","1993/10/13","18.08","CGCG 307-023","05:46:23.58,05:46:23.55","+63:22:07.1,+63:22:07.09,+63:22:07.00,+63:22:07.0","0.0443,0.0487,0.0491,0.0556","Ia","46","4",""
"SN2006qo","2006/11/29","16.8","UGC 4133","08:00:08.37","+56:22:07.7,+56:22:07.72","0.030455","Ia","45","1",""
"SN2012fu","2012/08/27","18.2","ESO 55-G28","04:37:19.13","-69:08:25.4,-69:08:25.40","0.059","Ia","45","1",""
"CSS150313:140757-120646","2015/02/22","18.58","","14:07:56.53,14:07:56.52,14:07:56.55,14:07:56.4,14:07:56.64","-12:06:46.1,-12:06:45.8,-12:06:45.6,-12:06:45.72","0.07","Ia","45","1",""
"SN2016aqt","2016/02/28","16.7","PGC 4384817","13:45:50.75,13:45:50.73,13:45:50.88","+26:47:47.40,+26:47:47.4,+26:47:46.5,+26:47:46.68","0.05,0.05","Ia Pec","45","2",""
"SN2016eii","2016/07/23","17.29","ESO 54-IG2","03:07:53.50,03:07:53.500,03:07:53.52","-69:01:47.20,-69:01:47.28","0.036","Ia","45","2",""
"OGLE15kk","2015/09/30","18.95","","23:42:17.74","-67:58:00.0,-67:58:00.1","0.08","Ia","44","1",""
"SN2016iks","2016/11/20","17.64","","23:07:21.53,23:07:21.472,23:07:21.6,23:07:21.36","+02:54:28.22,+02:54:28.37,+02:54:28.224,+02:54:28.368,+02:54:28.296","0.063,0.063","Ia-02ic-like","44","1",""
"LSQ13des","2013/11/26","17.4","","03:25:18.90,03:25:18.82","-23:42:03.5,-23:42:33.4","0.06","Ia","43","1",""
"OGLE-2014-SN-021","2014/02/24","17.92","","05:48:23.49","-66:47:29.7","0.039","Ia","43","4",""
"PS15djw","2015/12/09","19.12","CGCG 036-003","09:55:58.58","+06:34:00.7","0.062","Ia","43","1",""
"MLS120429:133606-113718","2012/03/26","18.38","","13:36:05.59,13:36:05.52","-11:37:16.8,-11:37:16.87,-11:37:17.4","0.074","Ia","42","1",""
"OGLE-2012-SN-032","2012/11/13","18.73","","05:22:08.05","-66:09:47.2","0.063","Ia","42","1",""
"SN1990O","1990/06/22","16.41","MCG +03-44-03","17:15:35.92","+16:19:25.8,+16:19:25.79","0.03066,0.03066","Ia","41","4",""
"SN2003kc","2003/11/21","17","MCG +05-23-37","09:46:34.32","+30:39:19.0,+30:39:19.01","0.0305583,0.0312754","Ia","41","8",""
"SN2006cj","2006/05/17","17.7","2MASX J12592407+2820498","12:59:24.42","+28:20:51.7,+28:20:51.68","0.06752","Ia","41","9",""
"SN2006te","2006/12/28","15.8","CGCG 207-042","08:11:42.99,08:11:42.96","+41:33:16.8,+41:33:16.92,+41:33:16.81","0.031592","Ia","41","5",""
"SN2008ei","2008/07/23","17.2","UGC 11977","22:17:33.25","+33:15:21.3,+33:15:21.31","0.037639,0.037639","Ia","41","4",""
"SN2016ah","2016/01/14","17.8","","10:51:12.70,10:51:12.55,10:51:12.54","+19:21:45.03,+19:21:45.0","0.05,0.05","Ia","41","2",""
"SN2006bk","2006/04/03","16.9","MCG +06-33-20","15:04:32.703,15:04:33.61","+35:57:54.03,+35:57:51.1,+35:57:51.08","0.04884","Ia","39","2","0"
"OGLE-2013-SN-126","2013/11/26","18.56","","04:19:47.17,04:19:47.208","-63:43:21.6,-63:43:22.04","0.06","Ia","39","1",""
"OGLE15rw","2015/11/16","19","","06:27:24.94","-67:31:50.0,-67:31:50.1","0.071","Ia","39","1",""
"SN1997by","1997/04/27","17.33","Abell 1736","13:27:27.54","-27:19:21.7,-27:19:21.68","0.045,0.045,0.045","Ia","38","3",""
"SN2000cp","2000/06/21","16.9","2MFGC 12921","16:05:27.62","+17:49:48.8,+17:49:48.79","0.034204,0.034204","Ia","38","5",""
"SN2004L","2004/01/21","16.8","MCG +03-27-38","10:27:04.11","+16:01:07.3,+16:01:07.28","0.032309","Ia","38","13",""
"SN2005hf","2005/10/25","17.6","A012705+1907","01:27:05.97","+19:07:00.5,+19:07:00.52","0.04311","Ia","37","7",""
"SN2006je","2006/10/15","17.8","IC 1735","01:50:53.28","+33:05:53.2,+33:05:53.20","0.038,0.033,0.038","Ia Pec","37","3",""
"OGLE-2014-SN-019","2014/02/22","17.08","","06:13:48.04","-67:55:15.0","0.04","Ia","37","5",""
"SN2003ai","2003/02/08","15.11","IC 4062","13:00:58.68,13:00:58.688","+39:51:24.5,+39:51:24.52,+39:51:24.59","0.035001","Ia","36","3",""
"SN2008by","2008/04/19","17.2","SDSS J120520.81+405644.4","12:05:20.98,12:05:20.907","+40:56:45.6,+40:56:44.43,+40:56:45.60","0.0458,0.0458","Ia","36","2",""
"OGLE-2013-SN-044","2013/08/07","18.75","","00:18:50.31","-77:33:32.6","0.068","Ia","36","1",""
"OGLE-2013-SN-051","2013/08/16","18.73","","00:32:19.55","-66:25:44.3","0.07","Ia","36","1",""
"OGLE-2013-SN-075","2013/09/30","18.95","","01:58:01.88","-68:45:47.9","0.08","Ia","36","1",""
"OGLE-2013-SN-123","2013/11/13","18.32","","05:58:30.38,05:58:30.37","-63:33:38.3","0.07","Ia","36","1",""
"SN2017nh","2017/01/23","17.6","2MASX J07101346+2712041","07:10:13.64,07:10:13.640,07:10:13.53,07:10:13.44","+27:12:09.79,+27:12:10.9,+27:12:10.08","0.061","Ia","36","1",""
"SN2008cf","2008/05/04","16.73","[WLF2008] J140732.38-263305.6","14:07:32.56,14:07:32.585","-26:33:06.6,-26:33:07.74,-26:33:06.59","0.0421035,0.0430943","Ia","35","1",""
"SN2007ol","2007/10/29","17.95","SDSS J13723.78-001842.2","01:37:23.78,01:37:23.688,01:37:23.70","-00:18:42.1,-00:18:43.524,-00:18:43.1892,-00:18:43.5348,-00:18:43.2,-00:18:43.20","0.055939","Ia","34","1",""
"PTF10bjs","2010/02/19","16.4","MCG +09-21-83","13:01:11.215,13:01:11.28,13:01:11.25","+53:48:57.49,+53:48:57.6,+53:48:57.5","0.030027","Ia","34","3",""
"SN2014at","2014/04/20","15.93","NGC 7119B","21:46:14.82","-46:31:21.1,-46:31:21.11","0.035","Ia","34","5",""
"SN2002hd","2002/10/24","16.77","MCG -01-23-08","08:54:04.69,08:54:03.39","-07:10:59.8,-07:11:21.5,-07:11:21.52","0.035001","Ia","33","5",""
"SN2005lz","2005/12/24","17.77","UGC 1666","02:10:49.76","+34:58:58.2,+34:58:58.19","0.040001","Ia","33","2",""
"PTF10accd","2010/12/08","17.05","","02:13:30.40,02:13:30.408,02:13:30.50","+46:41:37.2,+46:41:37.32,+46:41:38.4","0.031","Ia","33","1",""
"SN2006fd","2006/08/27","19.2","SDSS J03753.43+011309.9","20:37:53.25,20:37:53.28","+01:13:16.1,+01:13:16.032,+01:13:15.744,+01:13:16.10","0.079948","Ia","32","1",""
"OGLE-2013-SN-148","2013/12/26","19.46","","06:38:06.94,06:38:06.970","-75:43:36.6,-75:43:37.21","0.043","Ia","32","1",""
"SN2010dm","2010/05/28","17.07","A121133+4716","12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.319,12:11:33.320","+47:16:28.56,+47:16:29.36,+47:16:29.1,+47:16:29.10,+47:16:29.33,+47:16:28.92","0.03152","Ia","32","3",""
"OGLE15ng","2015/10/17","18.32","","00:22:19.88,00:22:19.89","-75:12:26.3,-75:12:26.4","0.079","Ia","31","1",""
"SN2001az","2001/04/27","16.1","UGC 10483","16:34:27.71","+76:01:46.8,+76:01:46.81","0.040701,0.040695","Ia","30","6",""
"SN2008ai","2008/02/13","17.7","CGCG 184-039","10:57:39.97,10:57:39.957,10:57:39.96","+37:39:41.9,+37:39:41.40,+37:39:41.90,+37:39:41.5","0.035261","Ia","30","3",""
"OGLE-2013-SN-070","2013/09/10","17.89","","00:45:14.41","-66:19:50.6","0.043","Ia","30","1",""
"PTF10duz","2010/03/05","18","","12:51:39.50,12:51:39.6,12:51:40.03","+14:26:18.7,+14:26:18.6,+14:26:29.4","0.064","Ia","30","1",""
"SN2014I","2014/01/17","15.88","ESO 487-G36","05:42:19.80","-25:32:39.9,-25:32:39.91","0.03","Ia","30","1",""
"OGLE16ddi","2016/09/17","18.92","","23:57:48.24","-72:30:20.8","0.065","Ia","30","1",""
"PS15cze","2015/12/01","18.32","2MASX J03472342+0052316","03:47:23.43","+00:52:37.8","0.039","Ia","30","1",""
"SN2016H","2016/01/04","17.86","CGCG 036-091","10:19:16.64","+04:45:42.00,+04:45:42.0","0.046,0.046,0.046","Ia","30","1",""
"SN2016atv","2016/03/04","17.54","2MASX J13115013-0852260","13:11:49.79,13:11:49.78","-08:52:24.46,-08:52:24.4","0.045,0.045","Ia","29","1",""
